current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips.started,set_skips.stopped,trial.started,trial.stopped,press_if_repeat.keys,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2.started,run_wait2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/pair08 copy 3.jpg,0,16,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,592,592,592,4.522571212000912,,,,,,,,,,,2.9602265960129444,2.960308770998381,2.960314063995611,2.9638497380074114,None,2.9639477669843473,2.9639984449895564,None,2.9640877339988947,2.964107009000145,None,2.9641569450031966,2.9641754739859607,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/13_12 copy 7.jpg,0,17,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,593,593,593,4.522571212000912,,,,,,,,,,,2.964337418001378,2.964433512999676,2.9644392089976463,2.966743614990264,None,2.9668108279875014,2.966832278005313,None,2.966886036010692,2.96690613499959,None,2.966956616000971,2.9669754240021575,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/23_28 copy.jpg,0,18,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,594,594,594,4.522571212000912,,,,,,,,,,,2.967139452986885,2.9672250080038793,2.9672304790001363,2.9692683430039324,None,2.969335128989769,2.969357193011092,None,2.9694111089920625,2.969430839002598,None,2.9694827029888984,2.9695012269949075,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,19,1,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,595,595,595,4.522571212000912,,,,,,,,,,,2.969667703990126,2.969761181011563,2.9697665899875574,2.971333705005236,None,2.9714461459952872,2.971501051011728,None,2.9716635730001144,2.9717067840101663,None,2.9718755150097422,2.9719358980073594,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/24_40 copy 2.jpg,0,20,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,596,596,596,4.522571212000912,,,,,,,,,,,2.972343387984438,2.972576536994893,2.9725822799955495,2.974350572010735,None,2.974416100012604,2.974437555007171,None,2.974489596002968,2.9745091320073698,None,2.97456002200488,2.9745783359976485,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/24_12 copy 3.jpg,0,21,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,597,597,597,4.522571212000912,,,,,,,,,,,2.9747395000013057,2.9748643730126787,2.9748949549975805,2.976957971986849,None,2.9770222500083037,2.977043335005874,None,2.9770966740034055,2.9771158380026463,None,2.977166313008638,2.977184618008323,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_0 copy 2.jpg,0,22,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,598,598,598,4.522571212000912,,,,,,,,,,,2.9773502739844844,2.9775015439954586,2.9775243760086596,2.9794249460101128,None,2.9795636239869054,2.979621512000449,None,2.9797339710057713,2.9797750989964698,None,2.979903886996908,2.9799592930066865,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/8_0 copy.jpg,0,23,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,599,599,599,4.522571212000912,,,,,,,,,,,2.980293853994226,2.980495833005989,2.980501390004065,2.9821919559908565,None,2.9822561639884952,2.982277786999475,None,2.9823308030026965,2.982350834994577,None,2.9824018660001457,2.9824205439945217,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/10_12 copy 2.jpg,0,24,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,600,600,600,4.522571212000912,,,,,,,,,,,2.9825824630097486,2.9826879639877006,2.9826933330041356,2.984295177011518,None,2.984360997012118,2.98438218398951,None,2.984434957994381,2.984454198012827,None,2.9845048179849982,2.984523093997268,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/23_40 copy 5.jpg,0,25,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,601,601,601,4.522571212000912,,,,,,,,,,,2.9847287269949447,2.984833491005702,2.9848560440004803,2.9865650839929003,None,2.986691714002518,2.9867376879847143,None,2.9868492819950916,2.9868697169877123,None,2.986998795007821,2.987040881998837,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/23_40.jpg,0,26,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,602,602,602,4.522571212000912,,,,,,,,,,,2.9872670889890287,2.9874374920036644,2.9874439800041728,2.9898075539967977,None,2.989876509993337,2.9898981529986486,None,2.9899520099861547,2.989972184994258,None,2.990024288010318,2.990043511003023,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair02 copy 4.jpg,0,27,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,603,603,603,4.522571212000912,,,,,,,,,,,2.9902137230092194,2.990322052006377,2.9903460909845307,2.9934095210046507,None,2.9934768179955427,2.9934979759855196,None,2.9935506629990414,2.993569884012686,None,2.9936196740018204,2.9936376760015264,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/14_40 copy.jpg,0,28,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,604,604,604,4.522571212000912,,,,,,,,,,,2.9937993419880513,2.9938845220021904,2.993889842997305,2.997030555998208,None,2.997108120005578,2.99712935500429,None,2.997183055995265,2.9972023339942098,None,2.997252922010375,2.9972712959861383,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,29,1,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,605,605,605,4.522571212000912,,,,,,,,,,,2.997444450011244,2.9975791279866826,2.9975845830049366,2.9994779670087155,None,2.9996068520122208,2.999629397992976,None,2.9996848489972763,2.99972878000699,None,2.999800088000484,2.999843094992684,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/21_40 copy 3.jpg,0,30,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,606,606,606,4.522571212000912,,,,,,,,,,,3.0000946350046434,3.0002273179998156,3.0002327190013602,3.0030398379894905,None,3.0031159640057012,3.003138081985526,None,3.0031914520077407,3.003211266011931,None,3.00328594801249,3.0033056440006476,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/23_12 copy 7.jpg,0,31,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,607,607,607,4.522571212000912,,,,,,,,,,,3.00351794398739,3.003650859987829,3.003656476998003,3.0057541790010873,None,3.005842318991199,3.00586353399558,None,3.0059709179913625,3.0060096390079707,None,3.0061175510054454,3.0061629219853785,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/11_40 copy 4.jpg,0,32,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,608,608,608,4.522571212000912,,,,,,,,,,,3.0065798069990706,3.0067458800040185,3.0067514019901864,3.0086299889953807,None,3.008705968997674,3.0087289469956886,None,3.008785126003204,3.0088061220012605,None,3.0088595139968675,3.0088789830042515,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/23_28 copy.jpg,0,33,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,609,609,609,4.522571212000912,,,,,,,,,,,3.0090524049883243,3.0091537080006674,3.009159468987491,3.010836747009307,None,3.010905659990385,3.0109286899969447,None,3.010983441985445,3.0110038139973767,None,3.0110552700061817,3.0110745090059936,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/22_0 copy 7.jpg,0,34,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,610,610,610,4.522571212000912,,,,,,,,,,,3.011246378009673,3.0113445300085004,3.011350268003298,3.0129538330074865,None,3.013026514003286,3.0130492610041983,None,3.0131058789847884,3.013126464007655,None,3.0131799500086345,3.0131995510018896,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/15_12 copy 7.jpg,0,35,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,611,611,611,4.522571212000912,,,,,,,,,,,3.0133724769984838,3.0134636090078857,3.0134692470019218,3.0156273180036806,None,3.015703832003055,3.0157273370132316,None,3.015783715993166,3.015804433001904,None,3.0158573820081074,3.0158766259846743,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/23_28 copy 2.jpg,0,36,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,612,612,612,4.522571212000912,,,,,,,,,,,3.0160684319853317,3.0161619129939936,3.016167528985534,3.018186364992289,None,3.0182638189871795,3.01828622299945,None,3.0183421619876754,3.0183628170052543,None,3.0184172359877266,3.0184380059945397,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair03 copy 6.jpg,0,37,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,613,613,613,4.522571212000912,,,,,,,,,,,3.0186173770052847,3.0187215539917815,3.01872714800993,3.0212640870013274,None,3.021344187989598,3.0213669179938734,None,3.0214225969975814,3.021443667006679,None,3.021497115987586,3.021516292996239,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/14_12 copy 2.jpg,0,38,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,614,614,614,4.522571212000912,,,,,,,,,,,3.0216932600014843,3.0218313919904176,3.0218368629866745,3.0244843369873706,None,3.024553583993111,3.024574543989729,None,3.024626520986203,3.0246461750066373,None,3.0246966810082085,3.024715036008274,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,39,1,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,615,615,615,4.522571212000912,,,,,,,,,,,3.024930082989158,3.02506959499442,3.025074876000872,3.026695287990151,None,3.0267627479915973,3.0267846529895905,None,3.026837646990316,3.026857338991249,None,3.026907853985904,3.0269264100061264,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_40 copy 5.jpg,0,40,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,616,616,616,4.522571212000912,,,,,,,,,,,3.02709237698582,3.0271781210030895,3.0271835979947355,3.0292571829922963,None,3.0293240399914794,3.0293456180079374,None,3.029399254999589,3.0294186350074597,None,3.029469325003447,3.029487452993635,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair13 copy 2.jpg,0,41,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,617,617,617,4.522571212000912,,,,,,,,,,,3.0296521470008884,3.0297831280040555,3.0297886559856124,3.0323535909992643,None,3.0324179180024657,3.032439147005789,None,3.032492092985194,3.0325114209845196,None,3.0325621959927958,3.0325811879883986,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/13_40 copy 5.jpg,0,42,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,618,618,618,4.522571212000912,,,,,,,,,,,3.0327444130089134,3.0328263539995532,3.032831676013302,3.0351972609933,None,3.035261957993498,3.035283220000565,None,3.0353362669993658,3.035355489992071,None,3.0354059140081517,3.0354240130109247,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/5_40 copy 5.jpg,0,43,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,619,619,619,4.522571212000912,,,,,,,,,,,3.0355851700005587,3.0356736939866096,3.035679018998053,3.037659188004909,None,3.037723235989688,3.037744859000668,None,3.037797367986059,3.0378167550079525,None,3.0378672310034744,3.037885247002123,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/16_28 copy 3.jpg,0,44,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,620,620,620,4.522571212000912,,,,,,,,,,,3.0380466489878017,3.038178118003998,3.038183675002074,3.039909009996336,None,3.0399759319843724,3.0399970269936603,None,3.040050526993582,3.0400700139871333,None,3.0401209219999146,3.040139310993254,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/10_0.jpg,0,45,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,621,621,621,4.522571212000912,,,,,,,,,,,3.040302976005478,3.0403938879899215,3.0403994400112424,3.0420350799977314,None,3.0421003660012502,3.0421223849989474,None,3.042176157992799,3.042195616988465,None,3.0422462110000197,3.042264410003554,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair08 copy 3.jpg,0,46,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,622,622,622,4.522571212000912,,,,,,,,,,,3.0424268069909886,3.0425101509899832,3.042515456007095,3.0449371009890456,None,3.0450038969866,3.0450255640025716,None,3.045079909003107,3.045099221984856,None,3.0451505100063514,3.045168406009907,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair05 copy.jpg,0,47,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,623,623,623,4.522571212000912,,,,,,,,,,,3.0453304820111953,3.045413407991873,3.045418816007441,3.0479474629973993,None,3.048013285995694,3.0480346829863265,None,3.048087306000525,3.0481069140078034,None,3.0481573400029447,3.0481760099937674,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair04 copy 6.jpg,0,48,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,624,624,624,4.522571212000912,,,,,,,,,,,3.0483396149938926,3.0484225809923373,3.0484279509983025,3.05098586899112,None,3.0510516299982555,3.0510732739930972,None,3.051127190992702,3.051146621000953,None,3.051197419001255,3.051215630985098,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,49,1,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,625,625,625,4.522571212000912,,,,,,,,,,,3.0513777259911876,3.0514596670109313,3.0514650699915364,3.0533001619915012,None,3.0533737530058715,3.0533954380080104,None,3.0534499950008467,3.053476564993616,None,3.0535299989860505,3.0535486190055963,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/20_0 copy.jpg,0,50,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,626,626,626,4.522571212000912,,,,,,,,,,,3.0537126240087673,3.053795676009031,3.0538011509925127,3.055586072994629,None,3.0556529269961175,3.0556744339992292,None,3.0557282459922135,3.0557475299865473,None,3.0557982999889646,3.0558168590068817,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/19_0 copy 5.jpg,0,51,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,627,627,627,4.522571212000912,,,,,,,,,,,3.055980790988542,3.056063241994707,3.056068634003168,3.057774454995524,None,3.057840636000037,3.0578623409965076,None,3.057916193996789,3.0579355790105183,None,3.0579866869957186,3.058005097991554,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/9_0 copy 6.jpg,0,52,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,628,628,628,4.522571212000912,,,,,,,,,,,3.0581684169883374,3.0582515870046336,3.0582570070109796,3.0605478099896573,None,3.060617084003752,3.0606387069856282,None,3.0606929879868403,3.0607126250106376,None,3.060763860004954,3.0607826889900025,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/12_12 copy 6.jpg,0,53,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,629,629,629,4.522571212000912,,,,,,,,,,,3.0609505340107717,3.061042385001201,3.0610478589951526,3.063006251002662,None,3.0630725740047637,3.0630943769938312,None,3.06314821599517,3.0631680930091534,None,3.063218400988262,3.063237105990993,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair05 copy 4.jpg,0,54,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,630,630,630,4.522571212000912,,,,,,,,,,,3.063401268009329,3.063484365993645,3.063489730004221,3.0657004179956857,None,3.0657687009952497,3.065790630003903,None,3.065846320008859,3.0658661749912426,None,3.0659189769939985,3.065937582985498,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/10_28 copy 7.jpg,0,55,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,631,631,631,4.522571212000912,,,,,,,,,,,3.066105817008065,3.066190290992381,3.0661957479896955,3.068499246990541,None,3.0685668959922623,3.0685889509913977,None,3.068644207989564,3.068663812999148,None,3.0687156739877537,3.0687343729950953,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_28.jpg,0,56,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,632,632,632,4.522571212000912,,,,,,,,,,,3.068900930986274,3.068985571007943,3.068991128995549,3.070990256004734,None,3.0710583459876943,3.0710804580012336,None,3.07113441900583,3.0711543619981967,None,3.0712061680096667,3.0712251180084422,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/11_28 copy.jpg,0,57,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,633,633,633,4.522571212000912,,,,,,,,,,,3.071392473008018,3.0714766180026345,3.0714820100110956,3.0734314369910862,None,3.073499483987689,3.0735216029861476,None,3.073576160997618,3.0735961880127434,None,3.0736483660002705,3.073667607997777,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/22_28 copy.jpg,0,58,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,634,634,634,4.522571212000912,,,,,,,,,,,3.0738349329913035,3.0739269870100543,3.073932609986514,3.075482168002054,None,3.075549676985247,3.0755720459856093,None,3.075626720994478,3.075646779005183,None,3.075698258995544,3.075716885010479,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,59,1,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,635,635,635,4.522571212000912,,,,,,,,,,,3.075883559009526,3.075968073011609,3.075973694009008,3.077304514008574,None,3.077372041007038,3.0773940770013724,None,3.077448063006159,3.0774680059985258,None,3.077519390004454,3.077538456011098,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/20_12 copy 3.jpg,0,60,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,636,636,636,4.522571212000912,,,,,,,,,,,3.07770583499223,3.077797539997846,3.0778031109948643,3.0797408829967026,None,3.07980806400883,3.079829863010673,None,3.079883748985594,3.079903595003998,None,3.0799553020042367,3.079973929998232,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/21_0 copy 4.jpg,0,61,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,637,637,637,4.522571212000912,,,,,,,,,,,3.080140809994191,3.0802262499928474,3.080231809988618,3.0821426729962695,None,3.082210219989065,3.0822323219908867,None,3.082287102006376,3.0823069920006674,None,3.0823589359933976,3.08237730700057,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair10.jpg,0,62,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,638,638,638,4.522571212000912,,,,,,,,,,,3.08255049600848,3.082697197009111,3.0827027630002704,3.0856738589936867,None,3.085747156001162,3.085769639001228,None,3.0858252299949527,3.085845044988673,None,3.0858973290014546,3.0859160629916005,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/19_40 copy 2.jpg,0,63,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,639,639,639,4.522571212000912,,,,,,,,,,,3.086086780007463,3.086186506989179,3.086191949987551,3.0884557270037476,None,3.0885231060092337,3.0885447709879372,None,3.0885984569904394,3.088618231995497,None,3.0886692419881,3.0886876689910423,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
